fir_id,person_a,person_b,crime_type,date,location,case_status
F014194,P03911,P06893,Organized Fraud,2025-03-11,Indore,Under Investigation
F014195,P05742,P00049,Organized Fraud,2025-05-08,Rajkot,Open
F014196,P08710,P07789,Cyber Fraud,2025-04-15,Jaipur,Under Investigation
F014197,P09418,P02328,Cyber Fraud,2025-01-10,Pune,Open
F014198,P00879,P07342,Money Laundering,2025-01-31,Jaipur,Under Investigation
F014199,P03417,P08155,Financial Fraud,2025-06-22,Surat,Open
F014200,P02079,P08884,Extortion,2025-11-23,Ahmedabad,Open
F014201,P08553,P08945,Money Laundering,2025-11-17,Rajkot,Open
F014202,P08292,P00258,Illegal Financing,2025-08-29,Kolkata,Closed
F014203,P04603,P03420,Financial Fraud,2025-07-30,Ahmedabad,Under Investigation
F014204,P02293,P08278,Financial Fraud,2025-11-17,Mumbai,Under Investigation
F014205,P08299,P09998,Cyber Fraud,2025-06-27,Delhi,Under Investigation
F014206,P05704,P07275,Cyber Fraud,2025-11-23,Indore,Open
F014207,P01521,P00142,Cyber Fraud,2025-02-15,Jaipur,Closed
F014208,P04269,P01043,Cyber Fraud,2025-10-30,Vadodara,Closed
F014209,P01344,P07701,Organized Fraud,2025-08-21,Pune,Under Investigation
F014210,P00495,P07199,Extortion,2025-07-27,Bengaluru,Closed
F014211,P02083,P02607,Illegal Financing,2025-07-18,Pune,Under Investigation
F014212,P08010,P03217,Money Laundering,2025-06-15,Vadodara,Open
F014213,P05926,P09075,Financial Fraud,2025-12-10,Bengaluru,Closed
F014214,P01422,P00734,Cyber Fraud,2025-01-09,Jaipur,Open
F014215,P03294,P03962,Cyber Fraud,2025-04-16,Jaipur,Closed
F014216,P05342,P01218,Illegal Financing,2025-11-14,Rajkot,Under Investigation
F014217,P08023,P00410,Financial Fraud,2025-06-01,Hyderabad,Under Investigation
F014218,P00747,P02955,Cyber Fraud,2025-11-21,Vadodara,Under Investigation
F014219,P02331,P03224,Money Laundering,2025-02-05,Ahmedabad,Open
F014220,P06141,P03943,Cyber Fraud,2025-04-03,Pune,Closed
F014221,P08983,P01043,Illegal Financing,2025-02-21,Vadodara,Under Investigation
F014222,P09060,P05343,Extortion,2025-03-31,Hyderabad,Under Investigation
F014223,P03200,P06184,Organized Fraud,2025-11-28,Kolkata,Under Investigation
F014224,P09570,P09029,Cyber Fraud,2025-11-18,Indore,Under Investigation
F014225,P00620,P06551,Money Laundering,2025-04-09,Indore,Under Investigation
F014226,P02120,P01999,Cyber Fraud,2025-08-05,Jaipur,Under Investigation
F014227,P01954,P06790,Financial Fraud,2025-12-24,Hyderabad,Under Investigation
F014228,P02178,P08027,Extortion,2025-11-12,Hyderabad,Open
F014229,P05873,P07570,Illegal Financing,2025-08-10,Hyderabad,Open
F014230,P05236,P06929,Cyber Fraud,2025-08-09,Surat,Under Investigation
F014231,P02966,P08218,Organized Fraud,2025-03-05,Delhi,Open
F014232,P06047,P08075,Illegal Financing,2025-09-05,Ahmedabad,Under Investigation
F014233,P09786,P08723,Cyber Fraud,2025-07-03,Ahmedabad,Open
F014234,P08346,P09013,Extortion,2025-07-12,Mumbai,Open
F014235,P07549,P04854,Cyber Fraud,2025-11-27,Surat,Open
F014236,P02667,P07162,Cyber Fraud,2025-09-27,Surat,Closed
F014237,P09751,P01266,Illegal Financing,2025-12-31,Mumbai,Open
F014238,P03172,P02530,Extortion,2025-07-25,Delhi,Under Investigation
F014239,P00479,P07735,Illegal Financing,2025-11-04,Ahmedabad,Open
F014240,P02001,P04133,Cyber Fraud,2025-10-15,Bengaluru,Closed
F014241,P04595,P05964,Illegal Financing,2025-11-18,Mumbai,Open
F014242,P00784,P02184,Illegal Financing,2025-01-01,Jaipur,Open
F014243,P07817,P06701,Extortion,2025-05-26,Delhi,Under Investigation
F014244,P06453,P03062,Cyber Fraud,2025-09-25,Mumbai,Open
F014245,P09407,P08330,Organized Fraud,2025-07-17,Pune,Open
F014246,P08703,P01747,Cyber Fraud,2025-05-22,Indore,Open
F014247,P02529,P04253,Money Laundering,2025-06-01,Kolkata,Under Investigation
F014248,P00170,P07343,Illegal Financing,2025-04-10,Indore,Open
F014249,P09836,P01659,Money Laundering,2025-08-29,Mumbai,Under Investigation
F014250,P09945,P08864,Organized Fraud,2025-10-12,Ahmedabad,Under Investigation
F014251,P08461,P07516,Money Laundering,2025-11-13,Jaipur,Open
F014252,P08592,P09286,Money Laundering,2025-04-23,Hyderabad,Under Investigation
F014253,P08249,P03505,Illegal Financing,2025-03-07,Mumbai,Open
F014254,P09065,P08293,Money Laundering,2025-06-07,Delhi,Under Investigation
F014255,P07412,P04918,Cyber Fraud,2025-12-20,Kolkata,Open
F014256,P09509,P00060,Money Laundering,2025-06-29,Rajkot,Under Investigation
F014257,P08960,P06525,Financial Fraud,2025-04-24,Ahmedabad,Under Investigation
F014258,P02405,P06218,Extortion,2025-11-29,Hyderabad,Under Investigation
F014259,P01710,P07504,Money Laundering,2025-01-05,Hyderabad,Open
F014260,P03486,P00978,Illegal Financing,2025-09-28,Mumbai,Under Investigation
F014261,P01766,P03920,Money Laundering,2025-04-10,Pune,Open
F014262,P09025,P06422,Illegal Financing,2025-12-14,Vadodara,Under Investigation
F014263,P08108,P09668,Organized Fraud,2025-07-20,Vadodara,Open
F014264,P01253,P00986,Money Laundering,2025-07-21,Surat,Under Investigation
F014265,P05575,P00649,Illegal Financing,2025-04-29,Indore,Under Investigation
F014266,P01167,P08996,Extortion,2025-11-20,Ahmedabad,Closed
F014267,P00730,P09823,Money Laundering,2025-10-09,Jaipur,Open
F014268,P09836,P06507,Illegal Financing,2025-08-22,Rajkot,Under Investigation
F014269,P00153,P06699,Cyber Fraud,2025-05-28,Jaipur,Closed
F014270,P01016,P07911,Organized Fraud,2025-08-03,Jaipur,Closed
F014271,P06731,P02801,Financial Fraud,2025-09-16,Hyderabad,Open
F014272,P02165,P02313,Illegal Financing,2025-08-10,Surat,Under Investigation
F014273,P02596,P02597,Illegal Financing,2025-07-05,Mumbai,Open
F014274,P02230,P05143,Money Laundering,2025-03-10,Indore,Open
F014275,P08765,P04621,Financial Fraud,2025-06-10,Pune,Under Investigation
F014276,P09592,P06786,Financial Fraud,2025-08-27,Surat,Under Investigation
F014277,P00195,P05725,Illegal Financing,2025-01-13,Vadodara,Under Investigation
F014278,P08416,P02717,Money Laundering,2025-06-11,Delhi,Closed
F014279,P00601,P00393,Money Laundering,2025-08-13,Rajkot,Open
F014280,P01108,P06878,Illegal Financing,2025-07-14,Hyderabad,Open
F014281,P00753,P00766,Organized Fraud,2025-01-19,Delhi,Under Investigation
F014282,P04585,P01560,Cyber Fraud,2025-09-03,Vadodara,Closed
F014283,P00242,P09138,Money Laundering,2025-04-06,Vadodara,Open
F014284,P06590,P09089,Illegal Financing,2025-08-05,Kolkata,Under Investigation
F014285,P07416,P02216,Organized Fraud,2025-12-09,Hyderabad,Open
F014286,P06136,P08930,Money Laundering,2025-08-12,Hyderabad,Open
F014287,P02445,P03233,Financial Fraud,2025-08-28,Surat,Open
F014288,P00449,P00108,Money Laundering,2025-02-09,Rajkot,Under Investigation
F014289,P04341,P10000,Illegal Financing,2025-01-26,Vadodara,Under Investigation
F014290,P03818,P04814,Money Laundering,2025-07-22,Kolkata,Closed
F014291,P00274,P09887,Organized Fraud,2025-12-24,Surat,Under Investigation
F014292,P07525,P05641,Money Laundering,2025-04-19,Delhi,Open
F014293,P04597,P00895,Money Laundering,2025-05-04,Vadodara,Under Investigation
F014294,P06848,P01132,Organized Fraud,2025-10-31,Jaipur,Open
F014295,P02382,P03886,Organized Fraud,2025-02-22,Rajkot,Under Investigation
F014296,P08415,P00729,Cyber Fraud,2025-06-29,Rajkot,Closed
F014297,P09193,P06443,Money Laundering,2025-12-11,Jaipur,Under Investigation
F014298,P03563,P09695,Organized Fraud,2025-10-01,Vadodara,Closed
F014299,P00238,P05607,Illegal Financing,2025-12-20,Kolkata,Open
F014300,P02297,P03621,Cyber Fraud,2025-12-30,Kolkata,Under Investigation
F014301,P02624,P07435,Financial Fraud,2025-08-02,Indore,Open
F014302,P04230,P05214,Organized Fraud,2025-12-07,Ahmedabad,Under Investigation
F014303,P09960,P03279,Extortion,2025-12-11,Pune,Open
F014304,P07098,P00854,Extortion,2025-02-23,Vadodara,Under Investigation
F014305,P00873,P09633,Illegal Financing,2025-04-26,Delhi,Closed
F014306,P04137,P09643,Illegal Financing,2025-03-02,Jaipur,Open
F014307,P07421,P07981,Extortion,2025-07-04,Bengaluru,Open
F014308,P09328,P06176,Illegal Financing,2025-12-11,Indore,Open
F014309,P02249,P02768,Organized Fraud,2025-06-03,Ahmedabad,Open
F014310,P00886,P07756,Illegal Financing,2025-04-01,Indore,Under Investigation
F014311,P08280,P07484,Organized Fraud,2025-11-21,Ahmedabad,Under Investigation
F014312,P08687,P08971,Organized Fraud,2025-03-20,Mumbai,Open
F014313,P06969,P08373,Cyber Fraud,2025-09-14,Indore,Under Investigation
F014314,P03772,P08031,Extortion,2025-12-23,Bengaluru,Open
F014315,P06204,P05194,Illegal Financing,2025-08-27,Bengaluru,Open
F014316,P00574,P04934,Organized Fraud,2025-02-16,Mumbai,Open
F014317,P07955,P08558,Organized Fraud,2025-02-03,Vadodara,Closed
F014318,P07697,P01530,Organized Fraud,2025-08-11,Hyderabad,Under Investigation
F014319,P06934,P05924,Organized Fraud,2025-12-10,Mumbai,Under Investigation
F014320,P02214,P03342,Money Laundering,2025-10-16,Kolkata,Open
F014321,P09394,P04526,Money Laundering,2025-06-30,Bengaluru,Open
F014322,P07282,P04474,Extortion,2025-09-29,Hyderabad,Under Investigation
F014323,P09524,P00979,Organized Fraud,2025-01-05,Indore,Under Investigation
F014324,P06693,P00848,Extortion,2025-07-19,Surat,Open
F014325,P00634,P05459,Cyber Fraud,2025-05-22,Hyderabad,Under Investigation
F014326,P02501,P01907,Organized Fraud,2025-08-13,Rajkot,Closed
F014327,P05592,P00717,Organized Fraud,2025-03-21,Vadodara,Under Investigation
F014328,P01760,P04699,Organized Fraud,2025-08-06,Pune,Open
F014329,P07826,P00995,Organized Fraud,2025-06-12,Rajkot,Open
F014330,P06188,P08919,Cyber Fraud,2025-12-12,Kolkata,Open
F014331,P02983,P01101,Illegal Financing,2025-01-15,Indore,Open
F014332,P03457,P00714,Organized Fraud,2025-05-11,Indore,Open
F014333,P08385,P05870,Extortion,2025-08-25,Kolkata,Under Investigation
F014334,P02464,P07055,Illegal Financing,2025-03-03,Vadodara,Open
F014335,P06420,P05074,Illegal Financing,2025-09-27,Mumbai,Open
F014336,P00487,P02955,Illegal Financing,2025-05-24,Bengaluru,Open
F014337,P08876,P01111,Extortion,2025-11-12,Delhi,Under Investigation
F014338,P04574,P09713,Money Laundering,2025-07-18,Bengaluru,Open
F014339,P09342,P02067,Organized Fraud,2025-08-04,Indore,Open
F014340,P08638,P07037,Organized Fraud,2025-12-01,Indore,Open
F014341,P06083,P09023,Money Laundering,2025-09-14,Pune,Open
F014342,P08372,P09657,Illegal Financing,2025-01-05,Surat,Open
F014343,P07382,P00860,Illegal Financing,2025-02-18,Hyderabad,Open
F014344,P00810,P00821,Extortion,2025-07-05,Jaipur,Open
F014345,P00169,P07217,Money Laundering,2025-08-16,Jaipur,Closed
F014346,P09325,P09071,Extortion,2025-05-24,Surat,Closed
F014347,P05148,P09740,Cyber Fraud,2025-01-05,Mumbai,Open
F014348,P09025,P02178,Organized Fraud,2025-04-13,Bengaluru,Under Investigation
F014349,P00266,P07369,Financial Fraud,2025-05-10,Bengaluru,Open
F014350,P03420,P08879,Organized Fraud,2025-10-22,Rajkot,Open
F014351,P04033,P03995,Money Laundering,2025-07-17,Bengaluru,Open
F014352,P05659,P06860,Organized Fraud,2025-07-12,Jaipur,Open
F014353,P04975,P01177,Money Laundering,2025-07-03,Hyderabad,Closed
F014354,P00345,P01535,Extortion,2025-10-22,Pune,Open
F014355,P01432,P09511,Extortion,2025-11-09,Hyderabad,Open
F014356,P02873,P08992,Money Laundering,2025-06-18,Kolkata,Open
F014357,P04661,P00865,Cyber Fraud,2025-07-26,Delhi,Closed
F014358,P08787,P06659,Extortion,2025-10-16,Ahmedabad,Under Investigation
F014359,P01449,P03117,Cyber Fraud,2025-06-18,Hyderabad,Open
F014360,P08192,P02765,Illegal Financing,2025-06-06,Ahmedabad,Under Investigation
F014361,P07401,P08653,Illegal Financing,2025-04-25,Surat,Under Investigation
F014362,P04751,P03192,Money Laundering,2025-06-12,Ahmedabad,Closed
F014363,P01551,P02911,Cyber Fraud,2025-06-24,Rajkot,Under Investigation
F014364,P01222,P01063,Extortion,2025-01-01,Bengaluru,Closed
F014365,P00445,P06926,Cyber Fraud,2025-03-02,Kolkata,Closed
F014366,P00039,P09726,Organized Fraud,2025-02-09,Hyderabad,Open
F014367,P01837,P09897,Cyber Fraud,2025-05-15,Jaipur,Open
F014368,P05634,P08304,Cyber Fraud,2025-09-15,Kolkata,Under Investigation
F014369,P02726,P03156,Illegal Financing,2025-05-25,Hyderabad,Under Investigation
F014370,P06570,P09258,Cyber Fraud,2025-01-15,Kolkata,Closed
F014371,P08114,P07164,Financial Fraud,2025-12-05,Indore,Closed
F014372,P08966,P01286,Organized Fraud,2025-06-01,Rajkot,Open
F014373,P09294,P09295,Organized Fraud,2025-10-09,Delhi,Open
F014374,P07439,P06590,Financial Fraud,2025-06-09,Ahmedabad,Closed
F014375,P08262,P08249,Financial Fraud,2025-11-14,Bengaluru,Under Investigation
F014376,P06694,P06248,Illegal Financing,2025-08-21,Surat,Open
F014377,P05686,P01568,Money Laundering,2025-05-17,Indore,Under Investigation
F014378,P09301,P05835,Illegal Financing,2025-04-16,Rajkot,Open
F014379,P08260,P00187,Cyber Fraud,2025-02-20,Hyderabad,Under Investigation
F014380,P04775,P01943,Organized Fraud,2025-06-19,Ahmedabad,Open
F014381,P07089,P01842,Illegal Financing,2025-09-13,Mumbai,Open
F014382,P05406,P04350,Money Laundering,2025-07-08,Hyderabad,Closed
F014383,P04283,P01777,Extortion,2025-09-08,Delhi,Under Investigation
F014384,P01882,P06068,Cyber Fraud,2025-07-30,Rajkot,Under Investigation
F014385,P07193,P08277,Money Laundering,2025-02-22,Delhi,Open
F014386,P01164,P01165,Organized Fraud,2025-05-07,Kolkata,Under Investigation
F014387,P04370,P04371,Money Laundering,2025-06-27,Kolkata,Under Investigation
F014388,P00471,P09141,Financial Fraud,2025-07-09,Hyderabad,Under Investigation
F014389,P06301,P07386,Illegal Financing,2025-08-14,Jaipur,Under Investigation
F014390,P02580,P05361,Extortion,2025-05-10,Hyderabad,Under Investigation
F014391,P09344,P04250,Money Laundering,2025-08-08,Rajkot,Open
F014392,P00962,P06387,Money Laundering,2025-04-04,Mumbai,Closed
F014393,P09044,P01970,Illegal Financing,2025-08-06,Jaipur,Open
F014394,P02520,P04608,Extortion,2025-03-18,Ahmedabad,Under Investigation
F014395,P04135,P02729,Money Laundering,2025-12-03,Bengaluru,Open
F014396,P05409,P08302,Extortion,2025-05-20,Mumbai,Under Investigation
F014397,P01845,P06686,Financial Fraud,2025-10-11,Jaipur,Open
F014398,P08108,P08725,Organized Fraud,2025-01-26,Surat,Open
F014399,P02775,P08218,Extortion,2025-03-22,Vadodara,Under Investigation
F014400,P02990,P03296,Illegal Financing,2025-06-22,Indore,Open
F014401,P03930,P02651,Extortion,2025-05-17,Bengaluru,Closed
F014402,P02971,P01173,Money Laundering,2025-10-16,Jaipur,Closed
F014403,P04400,P05948,Illegal Financing,2025-05-23,Delhi,Closed
F014404,P01800,P01335,Cyber Fraud,2025-03-13,Surat,Open
F014405,P03761,P02451,Extortion,2025-10-24,Rajkot,Under Investigation
F014406,P08236,P08336,Organized Fraud,2025-11-16,Hyderabad,Closed
F014407,P09677,P07038,Illegal Financing,2025-01-12,Hyderabad,Open
F014408,P07566,P08956,Financial Fraud,2025-12-07,Bengaluru,Under Investigation
F014409,P07954,P05807,Financial Fraud,2025-03-21,Indore,Open
F014410,P05829,P06972,Financial Fraud,2025-02-22,Surat,Closed
F014411,P04371,P07997,Organized Fraud,2025-08-22,Surat,Open
F014412,P07252,P00619,Money Laundering,2025-11-11,Rajkot,Under Investigation
F014413,P09902,P06512,Money Laundering,2025-08-25,Kolkata,Closed
F014414,P03664,P09696,Illegal Financing,2025-03-10,Vadodara,Open
F014415,P06085,P09050,Cyber Fraud,2025-02-19,Ahmedabad,Open
F014416,P07849,P05986,Financial Fraud,2025-07-14,Bengaluru,Open
F014417,P08486,P07968,Money Laundering,2025-11-25,Mumbai,Under Investigation
F014418,P00150,P05912,Cyber Fraud,2025-03-12,Surat,Under Investigation
F014419,P02658,P08741,Money Laundering,2025-09-30,Hyderabad,Under Investigation
F014420,P09217,P03351,Organized Fraud,2025-07-26,Pune,Under Investigation
F014421,P09848,P06718,Cyber Fraud,2025-05-09,Mumbai,Open
F014422,P08816,P06252,Money Laundering,2025-09-16,Ahmedabad,Closed
F014423,P04186,P04474,Organized Fraud,2025-11-10,Jaipur,Open
F014424,P06670,P01560,Financial Fraud,2025-06-18,Hyderabad,Open
F014425,P08210,P01073,Cyber Fraud,2025-04-11,Kolkata,Open
F014426,P00646,P06572,Extortion,2025-09-24,Vadodara,Open
F014427,P03951,P08262,Organized Fraud,2025-08-25,Ahmedabad,Under Investigation
F014428,P08737,P04358,Extortion,2025-12-28,Bengaluru,Under Investigation
F014429,P04076,P03688,Illegal Financing,2025-08-22,Pune,Under Investigation
F014430,P04092,P03801,Financial Fraud,2025-04-26,Kolkata,Open
F014431,P07102,P02877,Cyber Fraud,2025-04-28,Rajkot,Under Investigation
F014432,P08635,P03698,Organized Fraud,2025-07-08,Mumbai,Under Investigation
F014433,P04590,P05474,Cyber Fraud,2025-02-17,Rajkot,Open
F014434,P04117,P08880,Cyber Fraud,2025-10-08,Ahmedabad,Under Investigation
F014435,P09377,P03588,Illegal Financing,2025-11-01,Bengaluru,Open
F014436,P04536,P06437,Extortion,2025-05-04,Jaipur,Open
F014437,P04842,P06771,Extortion,2025-08-20,Pune,Open
F014438,P05022,P00178,Cyber Fraud,2025-03-30,Indore,Open
F014439,P09042,P05978,Financial Fraud,2025-03-03,Rajkot,Under Investigation
F014440,P00745,P08563,Cyber Fraud,2025-03-07,Rajkot,Open
F014441,P02600,P00821,Illegal Financing,2025-01-27,Hyderabad,Under Investigation
F014442,P07937,P03880,Cyber Fraud,2025-09-22,Indore,Open
F014443,P07461,P01828,Extortion,2025-11-07,Rajkot,Under Investigation
F014444,P08274,P01789,Illegal Financing,2025-02-18,Indore,Under Investigation
F014445,P05993,P00022,Cyber Fraud,2025-04-29,Rajkot,Under Investigation
F014446,P05130,P09287,Financial Fraud,2025-10-23,Bengaluru,Closed
F014447,P07442,P07897,Extortion,2025-08-31,Vadodara,Under Investigation
F014448,P07154,P01451,Money Laundering,2025-01-29,Kolkata,Open
F014449,P07538,P07768,Money Laundering,2025-11-13,Rajkot,Open
F014450,P02199,P00027,Cyber Fraud,2025-02-14,Indore,Under Investigation
F014451,P09373,P00916,Cyber Fraud,2025-05-20,Bengaluru,Under Investigation
F014452,P08708,P04765,Cyber Fraud,2025-07-10,Bengaluru,Under Investigation
F014453,P03218,P05547,Organized Fraud,2025-07-09,Rajkot,Closed
F014454,P03321,P02126,Money Laundering,2025-12-03,Delhi,Under Investigation
F014455,P05153,P01537,Cyber Fraud,2025-12-20,Indore,Open
F014456,P00332,P04499,Extortion,2025-06-21,Indore,Under Investigation
F014457,P00696,P08834,Cyber Fraud,2025-06-15,Hyderabad,Open
F014458,P03353,P02802,Extortion,2025-11-18,Surat,Open
F014459,P02209,P07602,Cyber Fraud,2025-11-20,Hyderabad,Under Investigation
F014460,P08178,P09937,Organized Fraud,2025-06-17,Jaipur,Under Investigation
F014461,P03547,P04055,Extortion,2025-11-29,Bengaluru,Open
F014462,P03259,P06810,Extortion,2025-08-10,Jaipur,Under Investigation
F014463,P07625,P07830,Organized Fraud,2025-09-16,Delhi,Under Investigation
F014464,P07565,P06810,Financial Fraud,2025-12-17,Ahmedabad,Open
F014465,P04227,P03271,Money Laundering,2025-01-04,Delhi,Under Investigation
F014466,P00602,P06747,Illegal Financing,2025-02-12,Vadodara,Open
F014467,P01880,P04807,Organized Fraud,2025-05-10,Vadodara,Open
F014468,P03441,P08796,Money Laundering,2025-10-07,Kolkata,Closed
F014469,P07572,P03350,Organized Fraud,2025-01-09,Indore,Closed
F014470,P03086,P00168,Extortion,2025-11-06,Ahmedabad,Under Investigation
F014471,P09523,P10000,Extortion,2025-02-24,Kolkata,Under Investigation
F014472,P00779,P03694,Organized Fraud,2025-06-11,Bengaluru,Under Investigation
F014473,P08040,P03408,Cyber Fraud,2025-04-14,Pune,Under Investigation
F014474,P07910,P08484,Financial Fraud,2025-09-30,Indore,Open
F014475,P06753,P00221,Illegal Financing,2025-07-05,Kolkata,Closed
F014476,P01127,P01722,Organized Fraud,2025-01-26,Indore,Open
F014477,P06133,P00563,Extortion,2025-12-07,Kolkata,Under Investigation
F014478,P01725,P06220,Organized Fraud,2025-03-10,Vadodara,Under Investigation
F014479,P00456,P07082,Extortion,2025-05-21,Surat,Open
F014480,P08296,P02873,Money Laundering,2025-07-23,Indore,Under Investigation
F014481,P07289,P08028,Extortion,2025-06-22,Ahmedabad,Under Investigation
F014482,P05425,P05627,Money Laundering,2025-07-01,Ahmedabad,Under Investigation
F014483,P02344,P00306,Money Laundering,2025-11-22,Vadodara,Closed
F014484,P02510,P09387,Organized Fraud,2025-01-22,Bengaluru,Open
F014485,P00675,P08211,Extortion,2025-02-21,Kolkata,Under Investigation
F014486,P03908,P08651,Extortion,2025-11-30,Indore,Open
F014487,P07432,P04594,Organized Fraud,2025-04-16,Ahmedabad,Under Investigation
